Gss year for this respondent                       ,Respondent id number,How often r attends religious services,Ballot used for interview,Respondents sex
2006,466,Once a year,Ballot b,Male
2006,467,Never,Ballot d,Male
2006,468,Lt once a year,Ballot b,Female
2006,469,Nrly every week,Ballot d,Male
2006,470,Sevrl times a yr,Ballot b,Male
2006,471,Lt once a year,Ballot a,Male
2006,472,More thn once wk,Ballot b,Male
2006,473,2-3x a month,Ballot c,Female
2006,474,Every week,Ballot d,Female
2006,475,Every week,Ballot d,Female
2006,476,Never,Ballot c,Female
2006,477,Nrly every week,Ballot c,Female
2006,478,Sevrl times a yr,Ballot c,Female
2006,479,More thn once wk,Ballot d,Female
2006,480,More thn once wk,Ballot c,Female
2006,481,2-3x a month,Ballot b,Male
2006,482,Lt once a year,Ballot c,Female
2006,483,Every week,Ballot d,Male
2006,484,More thn once wk,Ballot a,Female
2006,485,Sevrl times a yr,Ballot d,Female
2006,486,Once a year,Ballot d,Female
2006,487,Once a year,Ballot a,Female
2006,488,More thn once wk,Ballot b,Female
2006,489,Lt once a year,Ballot d,Female
2006,490,Sevrl times a yr,Ballot d,Female
2006,491,Lt once a year,Ballot a,Male
2006,492,Every week,Ballot c,Female
2006,493,Once a year,Ballot b,Male
2006,494,"Dk,na",Ballot d,Female
2006,495,Nrly every week,Ballot d,Female
2006,496,2-3x a month,Ballot a,Female
2006,497,Nrly every week,Ballot b,Female
2006,498,Sevrl times a yr,Ballot d,Female
2006,499,Sevrl times a yr,Ballot d,Male
2006,500,Once a year,Ballot b,Female
2006,501,Once a month,Ballot a,Female
2006,502,Once a year,Ballot a,Male
2006,503,More thn once wk,Ballot d,Female
2006,504,Once a year,Ballot b,Female
2006,505,Every week,Ballot a,Female
2006,506,Once a year,Ballot c,Male
2006,507,Never,Ballot a,Female
2006,508,Once a year,Ballot a,Female
2006,509,Never,Ballot c,Male
2006,510,Nrly every week,Ballot d,Female
2006,511,Lt once a year,Ballot d,Male
2006,512,Sevrl times a yr,Ballot c,Male
2006,513,2-3x a month,Ballot b,Male
2006,514,Once a year,Ballot d,Male
2006,515,Nrly every week,Ballot d,Male
2006,516,Nrly every week,Ballot a,Female
2006,517,Every week,Ballot c,Female
2006,518,Every week,Ballot b,Female
2006,519,Once a year,Ballot a,Male
2006,520,Never,Ballot a,Male
2006,521,Never,Ballot c,Female
2006,522,Every week,Ballot b,Female
2006,523,Sevrl times a yr,Ballot c,Male
2006,524,Never,Ballot b,Male
2006,525,Lt once a year,Ballot d,Female
2006,526,Once a year,Ballot c,Male
2006,527,Lt once a year,Ballot b,Male
2006,528,Once a year,Ballot d,Female
2006,529,Every week,Ballot a,Male
2006,530,Never,Ballot c,Female
2006,531,Every week,Ballot c,Female
2006,532,Sevrl times a yr,Ballot b,Female
2006,533,Lt once a year,Ballot d,Female
2006,534,2-3x a month,Ballot d,Female
2006,535,Never,Ballot c,Female
2006,536,Never,Ballot a,Female
2006,537,2-3x a month,Ballot b,Male
2006,538,Never,Ballot d,Male
2006,539,Once a month,Ballot d,Female
2006,540,Lt once a year,Ballot a,Male
2006,541,Sevrl times a yr,Ballot d,Female
2006,542,Lt once a year,Ballot a,Male
2006,543,Never,Ballot c,Female
2006,544,Once a year,Ballot b,Male
2006,545,Never,Ballot a,Female
2006,546,Never,Ballot a,Male
2006,547,Never,Ballot d,Male
2006,548,Once a year,Ballot b,Male
2006,549,Never,Ballot a,Male
2006,550,Nrly every week,Ballot c,Male
2006,551,Never,Ballot c,Male
2006,552,More thn once wk,Ballot a,Male
2006,553,Lt once a year,Ballot a,Male
2006,554,Never,Ballot c,Female
2006,555,Never,Ballot d,Male
2006,556,Never,Ballot d,Male
2006,557,Sevrl times a yr,Ballot b,Male
2006,558,Once a year,Ballot c,Female
2006,559,Once a year,Ballot b,Male
2006,560,Every week,Ballot d,Female
2006,561,Never,Ballot b,Female
2006,562,Once a year,Ballot a,Female
2006,563,Lt once a year,Ballot d,Male
2006,564,Never,Ballot d,Female
2006,565,Nrly every week,Ballot a,Male
2006,566,Never,Ballot d,Female
2006,567,Never,Ballot d,Male
2006,568,2-3x a month,Ballot a,Female
2006,569,Sevrl times a yr,Ballot d,Male
2006,570,Once a month,Ballot c,Male
2006,571,Sevrl times a yr,Ballot b,Male
2006,572,Once a year,Ballot b,Female
2006,573,Sevrl times a yr,Ballot a,Female
2006,574,Sevrl times a yr,Ballot d,Male
2006,575,Never,Ballot c,Female
2006,576,Once a year,Ballot c,Male
2006,577,Never,Ballot d,Female
2006,578,Never,Ballot b,Male
2006,579,Never,Ballot d,Male
2006,580,Nrly every week,Ballot b,Female
2006,581,Never,Ballot b,Male
2006,582,Never,Ballot d,Male
2006,583,Lt once a year,Ballot c,Female
2006,584,More thn once wk,Ballot d,Female
2006,585,Every week,Ballot d,Female
2006,586,Never,Ballot d,Male
2006,587,Never,Ballot d,Female
2006,588,Once a month,Ballot a,Male
2006,589,Never,Ballot a,Male
2006,590,Sevrl times a yr,Ballot b,Male
2006,591,Nrly every week,Ballot a,Female
2006,592,Every week,Ballot b,Male
2006,593,More thn once wk,Ballot a,Female
2006,594,More thn once wk,Ballot d,Male
2006,595,Never,Ballot a,Female
2006,596,Every week,Ballot b,Female
2006,597,Never,Ballot d,Female
2006,598,Lt once a year,Ballot d,Male
2006,599,Never,Ballot b,Male
2006,600,Nrly every week,Ballot d,Female
2006,601,Never,Ballot d,Female
2006,602,Never,Ballot d,Male
2006,603,Every week,Ballot c,Female
2006,604,Never,Ballot d,Male
2006,605,Never,Ballot a,Female
2006,606,Sevrl times a yr,Ballot b,Male
2006,607,Never,Ballot a,Male
2006,608,Never,Ballot d,Female
2006,609,Every week,Ballot b,Male
2006,610,Never,Ballot c,Female
2006,611,Once a month,Ballot c,Female
2006,612,Lt once a year,Ballot d,Female
2006,613,Never,Ballot c,Male
2006,614,Never,Ballot b,Male
2006,615,More thn once wk,Ballot a,Female
2006,616,Once a year,Ballot c,Male
2006,617,Never,Ballot d,Male
2006,618,More thn once wk,Ballot b,Male
2006,619,Lt once a year,Ballot c,Female
2006,620,Never,Ballot c,Male
2006,621,Lt once a year,Ballot c,Male
2006,622,Never,Ballot b,Female
2006,623,Never,Ballot b,Male
2006,624,Never,Ballot c,Male
2006,625,Once a month,Ballot c,Female
2006,626,Never,Ballot d,Female
2006,627,Once a month,Ballot a,Female
2006,628,Never,Ballot a,Male
2006,629,Sevrl times a yr,Ballot c,Male
2006,630,More thn once wk,Ballot b,Male
2006,631,2-3x a month,Ballot b,Female
2006,632,More thn once wk,Ballot a,Female
2006,633,2-3x a month,Ballot a,Female
2006,634,Sevrl times a yr,Ballot b,Male
2006,635,More thn once wk,Ballot b,Female
2006,636,Nrly every week,Ballot a,Male
2006,637,More thn once wk,Ballot b,Female
2006,638,Never,Ballot c,Male
2006,639,2-3x a month,Ballot d,Female
2006,640,Once a year,Ballot c,Female
2006,641,Never,Ballot a,Male
2006,642,Never,Ballot d,Female
2006,643,Every week,Ballot a,Female
2006,644,Once a year,Ballot d,Male
2006,645,More thn once wk,Ballot a,Male
2006,646,Every week,Ballot b,Female
2006,647,Sevrl times a yr,Ballot d,Female
2006,648,Every week,Ballot d,Female
2006,649,Once a year,Ballot b,Female
2006,650,Once a year,Ballot c,Female
2006,651,2-3x a month,Ballot b,Female
2006,652,Once a year,Ballot b,Male
2006,653,2-3x a month,Ballot d,Male
2006,654,Never,Ballot b,Male
2006,655,Every week,Ballot d,Female
2006,656,Every week,Ballot d,Female
2006,657,Never,Ballot a,Female
2006,658,Never,Ballot c,Female
2006,659,Sevrl times a yr,Ballot d,Female
2006,660,Sevrl times a yr,Ballot d,Male
2006,661,Never,Ballot b,Female
2006,662,Never,Ballot c,Male
2006,663,Never,Ballot c,Male
2006,664,Once a year,Ballot c,Female
2006,665,Sevrl times a yr,Ballot b,Female
2006,666,More thn once wk,Ballot a,Female
2006,667,Once a month,Ballot b,Female
2006,668,Every week,Ballot a,Female
2006,669,Every week,Ballot c,Female
2006,670,Every week,Ballot b,Male
2006,671,Every week,Ballot a,Female
2006,672,Sevrl times a yr,Ballot c,Male
2006,673,Sevrl times a yr,Ballot d,Female
2006,674,Never,Ballot b,Female
2006,675,2-3x a month,Ballot b,Female
2006,676,"Dk,na",Ballot d,Male
2006,677,Once a year,Ballot b,Female
2006,678,Never,Ballot a,Female
2006,679,Every week,Ballot c,Female
2006,680,Never,Ballot d,Male
2006,681,Never,Ballot d,Female
2006,682,2-3x a month,Ballot d,Male
2006,683,Every week,Ballot a,Male
2006,684,Once a month,Ballot b,Female
2006,685,Every week,Ballot b,Female
2006,686,Never,Ballot a,Female
2006,687,Never,Ballot d,Female
2006,688,Never,Ballot a,Male
2006,689,Sevrl times a yr,Ballot b,Female
2006,690,Every week,Ballot d,Female
2006,691,Once a month,Ballot a,Female
2006,692,Every week,Ballot d,Male
2006,693,Every week,Ballot c,Male
2006,694,Never,Ballot a,Female
2006,695,Never,Ballot d,Male
2006,696,Sevrl times a yr,Ballot d,Male
2006,697,Once a year,Ballot d,Male
2006,698,Never,Ballot a,Male
2006,699,Never,Ballot d,Male
2006,700,Never,Ballot d,Female
2006,701,Every week,Ballot b,Female
2006,702,Never,Ballot c,Male
2006,703,Nrly every week,Ballot a,Male
2006,704,Once a year,Ballot c,Male
2006,705,Once a month,Ballot a,Female
2006,706,Sevrl times a yr,Ballot c,Female
2006,707,More thn once wk,Ballot c,Female
2006,708,Never,Ballot c,Male
2006,709,Never,Ballot c,Female
2006,710,Never,Ballot a,Female
2006,711,Sevrl times a yr,Ballot c,Female
2006,712,Never,Ballot a,Male
2006,713,More thn once wk,Ballot d,Male
2006,714,Once a month,Ballot c,Male
2006,715,Once a month,Ballot d,Female
2006,716,Never,Ballot d,Male
2006,717,Once a year,Ballot b,Female
2006,718,Sevrl times a yr,Ballot a,Female
2006,719,Lt once a year,Ballot d,Male
2006,720,Sevrl times a yr,Ballot d,Female
2006,721,Sevrl times a yr,Ballot c,Male
2006,722,Never,Ballot b,Male
2006,723,Sevrl times a yr,Ballot d,Male
2006,724,Never,Ballot a,Female
2006,725,Never,Ballot d,Male
2006,726,Once a month,Ballot d,Male
2006,727,Never,Ballot d,Male
2006,728,Every week,Ballot b,Female
2006,729,Once a year,Ballot c,Male
2006,730,Never,Ballot d,Female
2006,731,Never,Ballot d,Female
2006,732,Nrly every week,Ballot c,Male
2006,733,Never,Ballot d,Female
2006,734,More thn once wk,Ballot d,Female
2006,735,Never,Ballot d,Female
2006,736,Lt once a year,Ballot d,Female
2006,737,Never,Ballot c,Male
2006,738,Never,Ballot c,Male
2006,739,Sevrl times a yr,Ballot c,Female
2006,740,2-3x a month,Ballot c,Male
2006,741,Every week,Ballot a,Male
2006,742,Every week,Ballot c,Female
2006,743,Never,Ballot b,Male
2006,744,Nrly every week,Ballot b,Female
2006,745,More thn once wk,Ballot c,Female
2006,746,Every week,Ballot a,Female
2006,747,Every week,Ballot b,Female
2006,748,Never,Ballot d,Male
2006,749,Sevrl times a yr,Ballot d,Female
2006,750,Once a year,Ballot a,Female
2006,751,Never,Ballot a,Male
2006,752,Never,Ballot c,Male
2006,753,More thn once wk,Ballot c,Female
2006,754,Every week,Ballot d,Female
2006,755,Never,Ballot d,Male
2006,756,Once a year,Ballot a,Male
2006,757,Once a year,Ballot a,Female
2006,758,Every week,Ballot b,Female
2006,759,Every week,Ballot b,Female
2006,760,Never,Ballot b,Female
2006,761,Never,Ballot c,Female
2006,762,Never,Ballot d,Male
2006,763,Once a year,Ballot b,Female
2006,764,Never,Ballot b,Female
2006,765,Once a month,Ballot d,Female
2006,766,Never,Ballot b,Female
2006,767,Once a year,Ballot a,Female
2006,768,Every week,Ballot b,Female
2006,769,Every week,Ballot a,Female
2006,770,2-3x a month,Ballot d,Female
2006,771,Once a year,Ballot c,Female
2006,772,Once a year,Ballot c,Female
2006,773,Every week,Ballot d,Female
2006,774,Once a year,Ballot a,Female
2006,775,More thn once wk,Ballot d,Male
2006,776,Sevrl times a yr,Ballot d,Male
2006,777,Never,Ballot a,Female
2006,778,Never,Ballot b,Male
2006,779,Sevrl times a yr,Ballot d,Female
2006,780,Once a month,Ballot a,Female
2006,781,Lt once a year,Ballot b,Female
2006,782,Never,Ballot d,Female
2006,783,Once a month,Ballot d,Female
2006,784,Never,Ballot d,Female
2006,785,More thn once wk,Ballot c,Female
2006,786,Every week,Ballot c,Female
2006,787,2-3x a month,Ballot b,Female
2006,788,Never,Ballot c,Male
2006,789,More thn once wk,Ballot c,Female
2006,790,Every week,Ballot c,Female
2006,791,Once a month,Ballot d,Male
2006,792,Every week,Ballot a,Female
2006,793,Never,Ballot a,Female
2006,794,Every week,Ballot a,Female
2006,795,2-3x a month,Ballot d,Female
2006,796,Every week,Ballot d,Female
2006,797,Never,Ballot d,Female
2006,798,More thn once wk,Ballot a,Female
2006,799,Every week,Ballot d,Male
2006,800,Never,Ballot d,Male
2006,801,Every week,Ballot c,Female
2006,802,Every week,Ballot d,Male
2006,803,More thn once wk,Ballot d,Female
2006,804,Sevrl times a yr,Ballot a,Female
2006,805,2-3x a month,Ballot b,Female
2006,806,Every week,Ballot b,Female
2006,807,Once a year,Ballot c,Male
2006,808,Once a month,Ballot b,Male
2006,809,Once a year,Ballot c,Male
2006,810,More thn once wk,Ballot a,Female
2006,811,Every week,Ballot a,Female
2006,812,Every week,Ballot c,Female
2006,813,Never,Ballot d,Male
2006,814,Once a month,Ballot d,Female
2006,815,Never,Ballot d,Female
2006,816,2-3x a month,Ballot b,Female
2006,817,2-3x a month,Ballot d,Female
2006,818,Never,Ballot a,Male
2006,819,Sevrl times a yr,Ballot c,Female
2006,820,Never,Ballot d,Female
2006,821,Nrly every week,Ballot a,Female
2006,822,Every week,Ballot b,Female
2006,823,Sevrl times a yr,Ballot c,Female
2006,824,Every week,Ballot a,Male
2006,825,More thn once wk,Ballot a,Female
2006,826,Sevrl times a yr,Ballot b,Female
2006,827,Never,Ballot d,Female
2006,828,2-3x a month,Ballot a,Female
2006,829,Sevrl times a yr,Ballot c,Male
2006,830,Never,Ballot c,Male
2006,831,Never,Ballot c,Male
2006,832,Lt once a year,Ballot b,Female
2006,833,2-3x a month,Ballot c,Female
2006,834,Nrly every week,Ballot d,Female
2006,835,Once a year,Ballot d,Female
2006,836,More thn once wk,Ballot c,Female
2006,837,More thn once wk,Ballot c,Male
2006,838,Nrly every week,Ballot a,Male
2006,839,Every week,Ballot a,Male
2006,840,Never,Ballot b,Male
2006,841,Never,Ballot a,Male
2006,842,Every week,Ballot d,Female
2006,843,Once a year,Ballot b,Female
2006,844,Every week,Ballot b,Male
2006,845,More thn once wk,Ballot c,Female
2006,846,Never,Ballot a,Female
2006,847,Every week,Ballot a,Male
2006,848,Sevrl times a yr,Ballot d,Male
2006,849,Once a month,Ballot d,Female
2006,850,More thn once wk,Ballot d,Male
2006,851,Lt once a year,Ballot b,Female
2006,852,Every week,Ballot c,Female
2006,853,Every week,Ballot a,Male
2006,854,2-3x a month,Ballot a,Male
2006,855,Once a month,Ballot c,Male
2006,856,Once a year,Ballot c,Male
2006,857,More thn once wk,Ballot b,Female
2006,858,Sevrl times a yr,Ballot d,Female
2006,859,Every week,Ballot c,Female
2006,860,2-3x a month,Ballot b,Female
2006,861,2-3x a month,Ballot b,Male
2006,862,Nrly every week,Ballot a,Female
2006,863,Nrly every week,Ballot c,Male
2006,864,Sevrl times a yr,Ballot b,Female
2006,865,Once a year,Ballot a,Female
2006,866,Sevrl times a yr,Ballot a,Male
2006,867,Sevrl times a yr,Ballot d,Male
2006,868,Once a year,Ballot b,Male
2006,869,Nrly every week,Ballot d,Male
2006,870,2-3x a month,Ballot c,Female
2006,871,Once a year,Ballot a,Female
2006,872,Once a year,Ballot b,Female
2006,873,Once a year,Ballot a,Male
2006,874,Never,Ballot a,Male
2006,875,Once a year,Ballot a,Male
2006,876,Lt once a year,Ballot b,Male
2006,877,Once a month,Ballot d,Male
2006,878,Every week,Ballot b,Male
2006,879,Every week,Ballot d,Male
2006,880,Every week,Ballot a,Female
2006,881,Never,Ballot b,Female
2006,882,More thn once wk,Ballot c,Female
2006,883,2-3x a month,Ballot b,Female
2006,884,Every week,Ballot a,Female
2006,885,Never,Ballot d,Female
2006,886,Lt once a year,Ballot d,Female
2006,887,Every week,Ballot b,Female
2006,888,Never,Ballot b,Female
2006,889,Sevrl times a yr,Ballot c,Male
2006,890,2-3x a month,Ballot b,Female
2006,891,Once a month,Ballot c,Male
2006,892,Every week,Ballot d,Female
2006,893,Once a month,Ballot b,Male
2006,894,Never,Ballot d,Female
2006,895,Every week,Ballot c,Female
2006,896,Once a month,Ballot a,Male
2006,897,Never,Ballot b,Male
2006,898,Never,Ballot d,Female
2006,899,Lt once a year,Ballot c,Female
2006,900,Never,Ballot a,Male
2006,901,Never,Ballot b,Female
2006,902,Every week,Ballot c,Female
2006,903,Lt once a year,Ballot c,Female
2006,904,Every week,Ballot a,Female
2006,905,Once a month,Ballot b,Female
2006,906,Nrly every week,Ballot a,Female
2006,907,Never,Ballot a,Male
2006,908,Lt once a year,Ballot a,Female
2006,909,Sevrl times a yr,Ballot d,Female
2006,910,2-3x a month,Ballot b,Female
2006,911,Lt once a year,Ballot d,Male
2006,912,2-3x a month,Ballot d,Female
2006,913,Once a month,Ballot d,Male
2006,914,Lt once a year,Ballot d,Female
2006,915,2-3x a month,Ballot d,Female
2006,916,Once a month,Ballot a,Male
2006,917,2-3x a month,Ballot a,Female
2006,918,Every week,Ballot c,Female
2006,919,Lt once a year,Ballot a,Male
2006,920,Nrly every week,Ballot c,Female
2006,921,Sevrl times a yr,Ballot c,Male
2006,922,Never,Ballot b,Female
2006,923,Lt once a year,Ballot d,Female
2006,924,Every week,Ballot d,Male
2006,925,Never,Ballot b,Female
2006,926,Never,Ballot d,Female
2006,927,Every week,Ballot a,Female
2006,928,Nrly every week,Ballot a,Female
2006,929,Never,Ballot a,Male
2006,930,Once a month,Ballot b,Female
2006,931,Once a month,Ballot b,Female
2006,932,Every week,Ballot d,Male
2006,933,Nrly every week,Ballot c,Female
2006,934,Sevrl times a yr,Ballot a,Female
2006,935,2-3x a month,Ballot d,Male
2006,936,Once a month,Ballot b,Female
2006,937,Once a year,Ballot d,Female
2006,938,Once a year,Ballot d,Female
2006,939,2-3x a month,Ballot c,Female
2006,940,2-3x a month,Ballot a,Female
2006,941,Every week,Ballot a,Female
2006,942,Once a year,Ballot c,Female
2006,943,Lt once a year,Ballot d,Female
2006,944,Every week,Ballot d,Male
2006,945,2-3x a month,Ballot c,Male
2006,946,Once a year,Ballot d,Male
2006,947,Nrly every week,Ballot a,Female
2006,948,2-3x a month,Ballot b,Male
2006,949,Every week,Ballot a,Male
2006,950,Never,Ballot b,Female
2006,951,More thn once wk,Ballot a,Female
2006,952,Once a month,Ballot a,Male
2006,953,More thn once wk,Ballot c,Male
2006,954,Once a year,Ballot a,Female
2006,955,Once a year,Ballot c,Female
2006,956,Lt once a year,Ballot d,Female
2006,957,Never,Ballot d,Male
2006,958,2-3x a month,Ballot d,Male
2006,959,Nrly every week,Ballot a,Female
2006,960,2-3x a month,Ballot c,Female
2006,961,Sevrl times a yr,Ballot d,Female
2006,962,Every week,Ballot c,Male
2006,963,Every week,Ballot d,Female
2006,964,Every week,Ballot d,Male
2006,965,Every week,Ballot c,Female
2006,966,More thn once wk,Ballot c,Female
2006,967,"Dk,na",Ballot d,Male
2006,968,Every week,Ballot c,Male
2006,969,Once a year,Ballot c,Female
2006,970,More thn once wk,Ballot a,Female
2006,971,Sevrl times a yr,Ballot b,Male
2006,972,Once a year,Ballot c,Female
2006,973,Never,Ballot d,Male
2006,974,Never,Ballot c,Male
2006,975,Never,Ballot d,Female
2006,976,Every week,Ballot d,Female
2006,977,Once a month,Ballot a,Male
2006,978,Sevrl times a yr,Ballot d,Male
2006,979,Once a year,Ballot b,Female
2006,980,Never,Ballot d,Male
2006,981,Every week,Ballot d,Male
2006,982,Nrly every week,Ballot b,Female
2006,983,2-3x a month,Ballot d,Female
2006,984,2-3x a month,Ballot a,Female
2006,985,Every week,Ballot a,Female
2006,986,Sevrl times a yr,Ballot c,Male
2006,987,Sevrl times a yr,Ballot c,Female
2006,988,Sevrl times a yr,Ballot c,Female
2006,989,Once a year,Ballot d,Male
2006,990,Lt once a year,Ballot a,Male
2006,991,More thn once wk,Ballot b,Female
2006,992,2-3x a month,Ballot d,Male
2006,993,2-3x a month,Ballot d,Female
2006,994,Sevrl times a yr,Ballot d,Female
2006,995,Once a month,Ballot a,Female
2006,996,Never,Ballot b,Male
2006,997,Nrly every week,Ballot a,Male
2006,998,Once a month,Ballot d,Female
2006,999,Every week,Ballot d,Female
2006,1000,2-3x a month,Ballot a,Male
2006,1001,More thn once wk,Ballot d,Female
2006,1002,More thn once wk,Ballot d,Female
2006,1003,Never,Ballot d,Male
2006,1004,Never,Ballot b,Female
2006,1005,Every week,Ballot c,Male
2006,1006,Nrly every week,Ballot c,Female
2006,1007,Never,Ballot a,Male
2006,1008,Once a year,Ballot d,Male
2006,1009,Sevrl times a yr,Ballot d,Male
2006,1010,"Dk,na",Ballot a,Female
2006,1011,Every week,Ballot a,Female
2006,1012,Never,Ballot d,Male
2006,1013,Once a year,Ballot c,Female
2006,1014,Sevrl times a yr,Ballot c,Female
2006,1015,Sevrl times a yr,Ballot c,Male
2006,1016,Sevrl times a yr,Ballot c,Female
2006,1017,2-3x a month,Ballot d,Female
2006,1018,2-3x a month,Ballot b,Male
2006,1019,Once a month,Ballot a,Female
2006,1020,2-3x a month,Ballot a,Female
2006,1021,2-3x a month,Ballot a,Male
2006,1022,Never,Ballot d,Male
2006,1023,Never,Ballot b,Male
2006,1024,Never,Ballot b,Female
2006,1025,Every week,Ballot c,Female
2006,1026,Once a month,Ballot d,Male
2006,1027,Lt once a year,Ballot a,Male
2006,1028,Sevrl times a yr,Ballot a,Male
2006,1029,Sevrl times a yr,Ballot a,Male
2006,1030,Once a month,Ballot a,Female
2006,1031,Every week,Ballot a,Female
2006,1032,Lt once a year,Ballot a,Male
2006,1033,Once a year,Ballot d,Female
2006,1034,Never,Ballot b,Male
2006,1035,Every week,Ballot b,Male
2006,1036,Never,Ballot a,Female
2006,1037,More thn once wk,Ballot b,Male
2006,1038,2-3x a month,Ballot c,Male
2006,1039,Once a year,Ballot d,Female
2006,1040,Once a year,Ballot d,Male
2006,1041,Every week,Ballot d,Male
2006,1042,Nrly every week,Ballot a,Male
2006,1043,Every week,Ballot b,Female
2006,1044,Once a month,Ballot d,Female
2006,1045,Every week,Ballot d,Female
2006,1046,Sevrl times a yr,Ballot a,Male
2006,1047,Nrly every week,Ballot c,Female
2006,1048,Sevrl times a yr,Ballot d,Male
2006,1049,Lt once a year,Ballot b,Female
2006,1050,2-3x a month,Ballot d,Female
2006,1051,More thn once wk,Ballot c,Female
2006,1052,2-3x a month,Ballot b,Female
2006,1053,Sevrl times a yr,Ballot d,Female
2006,1054,Sevrl times a yr,Ballot d,Female
2006,1055,Once a year,Ballot b,Female
2006,1056,Sevrl times a yr,Ballot c,Male
2006,1057,Every week,Ballot b,Male
2006,1058,Nrly every week,Ballot d,Female
2006,1059,Sevrl times a yr,Ballot d,Female
2006,1060,Once a year,Ballot c,Female
2006,1061,Lt once a year,Ballot a,Male
2006,1062,Never,Ballot d,Male
2006,1063,Never,Ballot d,Female
2006,1064,Every week,Ballot d,Male
2006,1065,More thn once wk,Ballot b,Female
2006,1066,Never,Ballot d,Male
2006,1067,2-3x a month,Ballot d,Male
2006,1068,Every week,Ballot d,Female
2006,1069,Nrly every week,Ballot c,Male
2006,1070,Sevrl times a yr,Ballot d,Female
2006,1071,Once a year,Ballot d,Female
2006,1072,Never,Ballot c,Female
2006,1073,Sevrl times a yr,Ballot a,Female
2006,1074,2-3x a month,Ballot b,Male
2006,1075,Nrly every week,Ballot c,Female
2006,1076,Lt once a year,Ballot d,Male
2006,1077,Nrly every week,Ballot b,Female
2006,1078,Once a year,Ballot d,Female
2006,1079,Never,Ballot b,Female
2006,1080,2-3x a month,Ballot d,Male
2006,1081,Once a month,Ballot c,Male
2006,1082,Nrly every week,Ballot d,Male
2006,1083,Once a month,Ballot b,Male
2006,1084,Once a month,Ballot d,Female
2006,1085,Once a year,Ballot d,Female
2006,1086,Never,Ballot d,Male
2006,1087,Never,Ballot d,Male
2006,1088,Never,Ballot b,Female
2006,1089,Never,Ballot c,Male
2006,1090,Nrly every week,Ballot b,Female
2006,1091,Sevrl times a yr,Ballot d,Male
2006,1092,Sevrl times a yr,Ballot d,Male
2006,1093,Never,Ballot a,Male
2006,1094,Once a year,Ballot a,Female
2006,1095,Every week,Ballot b,Male
2006,1096,Once a month,Ballot a,Female
2006,1097,Once a month,Ballot c,Male
2006,1098,2-3x a month,Ballot b,Male
2006,1099,Never,Ballot c,Male
2006,1100,Sevrl times a yr,Ballot c,Male
2006,1101,Sevrl times a yr,Ballot b,Female
2006,1102,Never,Ballot a,Female
2006,1103,Every week,Ballot d,Male
2006,1104,Never,Ballot d,Female
2006,1105,Never,Ballot b,Female
2006,1106,Once a year,Ballot b,Female
2006,1107,Lt once a year,Ballot c,Female
2006,1108,More thn once wk,Ballot c,Female
2006,1109,Lt once a year,Ballot b,Female
2006,1110,Lt once a year,Ballot d,Female
2006,1111,Sevrl times a yr,Ballot c,Female
2006,1112,Never,Ballot d,Female
2006,1113,Sevrl times a yr,Ballot d,Female
2006,1114,Every week,Ballot d,Male
2006,1115,Once a year,Ballot b,Female
2006,1116,Sevrl times a yr,Ballot c,Female
2006,1117,Every week,Ballot d,Male
2006,1118,More thn once wk,Ballot d,Female
2006,1119,Every week,Ballot d,Male
2006,1120,Never,Ballot a,Male
2006,1121,Nrly every week,Ballot c,Female
2006,1122,Sevrl times a yr,Ballot d,Female
2006,1123,Sevrl times a yr,Ballot a,Male
2006,1124,Lt once a year,Ballot b,Female
2006,1125,Never,Ballot b,Male
2006,1126,Lt once a year,Ballot d,Male
2006,1127,Once a year,Ballot a,Female
2006,1128,Once a month,Ballot b,Female
2006,1129,Once a year,Ballot b,Female
2006,1130,Sevrl times a yr,Ballot c,Female
2006,1131,Never,Ballot a,Male
2006,1132,Once a year,Ballot d,Male
2006,1133,Nrly every week,Ballot a,Female
2006,1134,Once a month,Ballot d,Male
2006,1135,Sevrl times a yr,Ballot c,Male
2006,1136,Never,Ballot d,Male
2006,1137,More thn once wk,Ballot d,Female
2006,1138,2-3x a month,Ballot b,Female
2006,1139,Once a year,Ballot c,Male
2006,1140,Every week,Ballot d,Male
2006,1141,Sevrl times a yr,Ballot a,Male
2006,1142,Never,Ballot d,Male
2006,1143,Once a month,Ballot d,Female
2006,1144,Never,Ballot a,Male
2006,1145,Once a year,Ballot c,Male
2006,1146,Once a year,Ballot d,Male
2006,1147,Sevrl times a yr,Ballot b,Male
2006,1148,Once a month,Ballot a,Female
2006,1149,Sevrl times a yr,Ballot c,Female
2006,1150,More thn once wk,Ballot a,Female
2006,1151,Once a month,Ballot d,Male
2006,1152,2-3x a month,Ballot d,Female
2006,1153,Sevrl times a yr,Ballot d,Male
2006,1154,Sevrl times a yr,Ballot d,Male
2006,1155,More thn once wk,Ballot d,Male
2006,1156,More thn once wk,Ballot b,Female
2006,1157,Once a month,Ballot c,Female
2006,1158,Nrly every week,Ballot c,Female
2006,1159,Lt once a year,Ballot d,Male
2006,1160,Once a month,Ballot d,Female
2006,1161,Every week,Ballot c,Male
2006,1162,Once a month,Ballot c,Female
2006,1163,Once a month,Ballot c,Male
2006,1164,Sevrl times a yr,Ballot c,Female
2006,1165,Never,Ballot a,Female
2006,1166,2-3x a month,Ballot a,Female
2006,1167,Once a year,Ballot a,Male
2006,1168,Never,Ballot c,Female
2006,1169,Never,Ballot b,Female
